stationId;observationTime;latitude;longitude;elevation;temp;dewpoint;windDirection;windSpeed;visibility;altim;qualityControlFlag;skyCondition1a;skyCondition1b;skyCondition2a;skyCondition2b;flightCategory;metarType
LOWS;2019-03-08T12:50:00Z;47.78;13.02;430;10;2;290;27.78;6.21;30.029528;TRUE;SCT;4000;BKN;5000;VFR;METAR
